land;wahlkreis;gruppe;erststimmen;zweitstimmen
9;222;MLPD;-;39
9;222;BüSo;198;84
9;222;BGE;-;273
9;222;DiB;-;323
9;222;DKP;-;51
9;222;DM;-;376
9;222;Die PARTEI;-;1035
9;222;Gesundheitsforschung;-;235
9;222;V-Partei³;-;322
9;223;Wahlberechtigte;165228;-
9;223;Wähler;132621;-
9;223;Ungültige;1365;804
9;223;Gültige;131256;131817
9;223;CSU;62466;54787
9;223;SPD;14791;14455
9;223;GRÜNE;17808;13592
9;223;FDP;10702;16344
9;223;AfD;13005;15407
9;223;DIE LINKE;6922;6514
9;223;FREIE WÄHLER;-;3428
9;223;PIRATEN;-;406
9;223;ÖDP;-;1063
9;223;BP;5562;2711
9;223;NPD;-;211
9;223;Tierschutzpartei;-;1152
9;223;MLPD;-;18
9;223;BüSo;-;19
9;223;BGE;-;180
9;223;DiB;-;276
9;223;DKP;-;11
9;223;DM;-;257
9;223;Die PARTEI;-;634
9;223;Gesundheitsforschung;-;157
9;223;V-Partei³;-;195
9;224;Wahlberechtigte;213619;-
9;224;Wähler;177007;-
9;224;Ungültige;1336;748
9;224;Gültige;175671;176259
9;224;CSU;73946;67511
9;224;SPD;29309;22333
9;224;GRÜNE;20863;23112
9;224;FDP;16892;24950
9;224;AfD;15597;17450
9;224;DIE LINKE;6993;9605
9;224;FREIE WÄHLER;4263;2862
9;224;PIRATEN;2024;601
9;224;ÖDP;3124;1618
9;224;BP;2251;1792
9;224;NPD;-;269
9;224;Tierschutzpartei;-;1511
9;224;MLPD;-;25
9;224;BüSo;-;25
9;224;BGE;-;326
9;224;DiB;-;342
9;224;DKP;-;20
9;224;DM;-;341
9;224;Die PARTEI;-;1063
9;224;Gesundheitsforschung;-;189
9;224;V-Partei³;-;314
9;224;EB: Ruthner;409;-
9;225;Wahlberechtigte;208525;-
9;225;Wähler;160611;-
9;225;Ungültige;1392;1043
9;225;Gültige;159219;159568
9;225;CSU;80055;71213
9;225;SPD;25657;18943
9;225;GRÜNE;12970;14681
9;225;FDP;9034;14596
9;225;AfD;16276;19183
9;225;DIE LINKE;7143;8499
9;225;FREIE WÄHLER;-;3805
9;225;PIRATEN;-;440
9;225;ÖDP;3537;1704
9;225;BP;4547;2921
9;225;NPD;-;345
9;225;Tierschutzpartei;-;1210
9;225;MLPD;-;16
9;225;BüSo;-;22
9;225;BGE;-;176
9;225;DiB;-;230
9;225;DKP;-;23
9;225;DM;-;353
9;225;Die PARTEI;-;787
9;225;Gesundheitsforschung;-;185
9;225;V-Partei³;-;236
9;226;Wahlberechtigte;166804;-
9;226;Wähler;134339;-
9;226;Ungültige;1301;779
9;226;Gültige;133038;133560
9;226;CSU;63783;57258
9;226;SPD;19722;15402
9;226;GRÜNE;12066;12752
9;226;FDP;9371;13908
9;226;AfD;13383;16143
9;226;DIE LINKE;6229;7215
9;226;FREIE WÄHLER;-;2876
9;226;PIRATEN;-;352
9;226;ÖDP;4632;2144
9;226;BP;3852;2219
9;226;NPD;-;227
9;226;Tierschutzpartei;-;1186
9;226;MLPD;-;23
9;226;BüSo;-;14
9;226;BGE;-;186
9;226;DiB;-;203
9;226;DKP;-;18
9;226;DM;-;289
9;226;Die PARTEI;-;724
9;226;Gesundheitsforschung;-;162
9;226;V-Partei³;-;259
9;227;Wahlberechtigte;166659;-
9;227;Wähler;119459;-
9;227;Ungültige;1067;704
9;227;Gültige;118392;118755
9;227;CSU;52167;48183
9;227;SPD;20612;16916
9;227;GRÜNE;5342;5528
9;227;FDP;4707;8968
9;227;AfD;20438;22765
9;227;DIE LINKE;4955;5892
9;227;FREIE WÄHLER;6563;4785
9;227;PIRATEN;-;248
9;227;ÖDP;-;825
9;227;BP;3608;2250
9;227;NPD;-;492
9;227;Tierschutzpartei;-;923
9;227;MLPD;-;18
9;227;BüSo;-;16
9;227;BGE;-;87
9;227;DiB;-;95
9;227;DKP;-;10
9;227;DM;-;117
9;227;Die PARTEI;-;368
9;227;Gesundheitsforschung;-;109
9;227;V-Partei³;-;160
9;228;Wahlberechtigte;249185;-
9;228;Wähler;192967;-
9;228;Ungültige;1738;1273
9;228;Gültige;191229;191694
9;228;CSU;75701;75522
9;228;SPD;25968;25091
9;228;GRÜNE;12513;13856
9;228;FDP;16299;19363
9;228;AfD;24078;28059
9;228;DIE LINKE;6866;9269
9;228;FREIE WÄHLER;22378;10630
9;228;PIRATEN;-;613
9;228;ÖDP;3981;2136
9;228;BP;3445;2556
9;228;NPD;-;505
9;228;Tierschutzpartei;-;1753
9;228;MLPD;-;30
9;228;BüSo;-;23
9;228;BGE;-;237
9;228;DiB;-;267
9;228;DKP;-;30
9;228;DM;-;227
9;228;Die PARTEI;-;960
9;228;Gesundheitsforschung;-;247
9;228;V-Partei³;-;320
9;229;Wahlberechtigte;176849;-
9;229;Wähler;131355;-
9;229;Ungültige;1183;784
9;229;Gültige;130172;130571
9;229;CSU;61835;52937
9;229;SPD;24611;19710
9;229;GRÜNE;7248;8393
9;229;FDP;7900;11918
9;229;AfD;18328;20968
9;229;DIE LINKE;6246;7357
9;229;FREIE WÄHLER;-;3144
9;229;PIRATEN;-;324
9;229;ÖDP;4004;1692
9;229;BP;-;1270
9;229;NPD;-;394
9;229;Tierschutzpartei;-;1054
9;229;MLPD;-;15
9;229;BüSo;-;15
9;229;BGE;-;140
9;229;DiB;-;134
9;229;DKP;-;13
9;229;DM;-;151
9;229;Die PARTEI;-;587
9;229;Gesundheitsforschung;-;170
9;229;V-Partei³;-;185
9;230;Wahlberechtigte;168564;-
9;230;Wähler;124323;-
9;230;Ungültige;1266;819
9;230;Gültige;123057;123504
9;230;CSU;55365;52778
9;230;SPD;17782;15779
9;230;GRÜNE;6061;6460
9;230;FDP;8627;11191
9;230;AfD;18433;20381
9;230;DIE LINKE;4852;5502
9;230;FREIE WÄHLER;6030;4703
9;230;PIRATEN;-;292
9;230;ÖDP;3131;2005
9;230;BP;2776;1867
9;230;NPD;-;362
9;230;Tierschutzpartei;-;1016
9;230;MLPD;-;14
9;230;BüSo;-;19
9;230;BGE;-;109
9;230;DiB;-;99
9;230;DKP;-;10
9;230;DM;-;163
9;230;Die PARTEI;-;455
9;230;Gesundheitsforschung;-;155
9;230;V-Partei³;-;144
9;231;Wahlberechtigte;172975;-
9;231;Wähler;129426;-
9;231;Ungültige;1378;1219
9;231;Gültige;128048;128207
9;231;CSU;60975;53711
9;231;SPD;21523;17511
9;231;GRÜNE;4601;5845
9;231;FDP;5669;10307
9;231;AfD;19263;23580
9;231;DIE LINKE;4765;5589
9;231;FREIE WÄHLER;5877;5410
9;231;PIRATEN;-;281
9;231;ÖDP;2748;1645
9;231;BP;2627;1700
9;231;NPD;-;583
9;231;Tierschutzpartei;-;946
9;231;MLPD;-;19
9;231;BüSo;-;7
9;231;BGE;-;87
9;231;DiB;-;95
9;231;DKP;-;15
9;231;DM;-;167
9;231;Die PARTEI;-;443
9;231;Gesundheitsforschung;-;117
9;231;V-Partei³;-;149
9;232;Wahlberechtigte;215218;-
9;232;Wähler;169499;-
9;232;Ungültige;1653;1296
9;232;Gültige;167846;168203
9;232;CSU;80075;71731
9;232;SPD;25580;26079
9;232;GRÜNE;11611;11997
9;232;FDP;8392;12854
9;232;AfD;18789;21540
9;232;DIE LINKE;7461;8948
9;232;FREIE WÄHLER;10184;7103
9;232;PIRATEN;-;484
9;232;ÖDP;2844;1740
9;232;BP;1841;1445
9;232;NPD;-;669
9;232;Tierschutzpartei;-;1535
9;232;MLPD;-;48
9;232;BüSo;-;22
9;232;BGE;-;184
9;232;DiB;-;182
9;232;DKP;-;24
9;232;DM;-;242
9;232;Die PARTEI;-;916
9;232;Gesundheitsforschung;-;230
9;232;V-Partei³;-;230
9;232;UNABHÄNGIGE;1069;-
9;233;Wahlberechtigte;252910;-
9;233;Wähler;198800;-
9;233;Ungültige;1898;1137
9;233;Gültige;196902;197663
9;233;CSU;78868;74720
9;233;SPD;32863;28583
9;233;GRÜNE;18347;20333
9;233;FDP;12254;17716
9;233;AfD;23273;25628
9;233;DIE LINKE;11760;13260
9;233;FREIE WÄHLER;12922;8374
9;233;PIRATEN;1656;782
9;233;ÖDP;4599;1940
9;233;BP;-;1378
9;233;NPD;-;424
9;233;Tierschutzpartei;-;1697
9;233;MLPD;-;35
9;233;BüSo;-;32
9;233;BGE;-;231
9;233;DiB;-;287
9;233;DKP;-;46
9;233;DM;-;269
9;233;Die PARTEI;-;1358
9;233;Gesundheitsforschung;-;236
9;233;V-Partei³;-;334
9;233;DIE VIOLETTEN;360;-
9;234;Wahlberechtigte;216003;-
9;234;Wähler;162561;-
9;234;Ungültige;3474;1279
9;234;Gültige;159087;161282
9;234;CSU;77091;66827
9;234;SPD;38463;26123
9;234;GRÜNE;6172;7302
9;234;FDP;7392;10609
9;234;AfD;-;28007
9;234;DIE LINKE;7929;7339
9;234;FREIE WÄHLER;15496;8277
9;234;PIRATEN;-;443
9;234;ÖDP;3624;1386
9;234;BP;-;1595
9;234;NPD;-;646
9;234;Tierschutzpartei;-;1280
9;234;MLPD;-;31
9;234;BüSo;-;15
9;234;BGE;-;104
9;234;DiB;-;141
9;234;DKP;-;16
9;234;DM;-;164
9;234;Die PARTEI;-;587
9;234;Gesundheitsforschung;-;200
9;234;V-Partei³;-;190
9;234;EB: Ehrl;2920;-
9;235;Wahlberechtigte;167658;-
9;235;Wähler;130522;-
9;235;Ungültige;2337;1183
9;235;Gültige;128185;129339
9;235;CSU;59287;55691
9;235;SPD;28612;24627
9;235;GRÜNE;4551;6427
9;235;FDP;5269;8480
9;235;AfD;-;17407
9;235;DIE LINKE;5677;6203
9;235;FREIE WÄHLER;7295;5061
9;235;PIRATEN;-;352
9;235;ÖDP;1623;964
9;235;BP;3092;1288
9;235;NPD;-;495
9;235;Tierschutzpartei;-;966
9;235;MLPD;-;23
9;235;BüSo;-;14
9;235;BGE;-;115
9;235;DiB;-;95
9;235;DKP;-;17
9;235;DM;-;141
9;235;Die PARTEI;-;572
9;235;Gesundheitsforschung;-;210
9;235;V-Partei³;-;191
9;235;EB: Schmid;886;-
9;235;EB: Dippel;11893;-
9;236;Wahlberechtigte;181535;-
9;236;Wähler;145235;-
9;236;Ungültige;1101;817
9;236;Gültige;144134;144418
9;236;CSU;60675;56141
9;236;SPD;29474;22530
9;236;GRÜNE;13196;14280
9;236;FDP;9364;13774
9;236;AfD;16603;18394
9;236;DIE LINKE;7504;9350
9;236;FREIE WÄHLER;4203;3427
9;236;PIRATEN;-;477
9;236;ÖDP;1939;940
9;236;BP;823;624
9;236;NPD;-;570
9;236;Tierschutzpartei;-;1295
9;236;MLPD;353;119
9;236;BüSo;-;25
9;236;BGE;-;200
9;236;DiB;-;238
9;236;DKP;-;17
9;236;DM;-;283
9;236;Die PARTEI;-;1288
9;236;Gesundheitsforschung;-;201
9;236;V-Partei³;-;245
9;237;Wahlberechtigte;163610;-
9;237;Wähler;127225;-
9;237;Ungültige;1067;703
9;237;Gültige;126158;126522
9;237;CSU;58667;53064
9;237;SPD;26780;23194
9;237;GRÜNE;8936;9995
9;237;FDP;8368;11369
9;237;AfD;11844;13564
9;237;DIE LINKE;5475;7020
9;237;FREIE WÄHLER;4433;3441
9;237;PIRATEN;-;372
9;237;ÖDP;-;532
9;237;BP;-;343
9;237;NPD;-;385
9;237;Tierschutzpartei;-;1020
9;237;MLPD;-;25
9;237;BüSo;-;14
9;237;BGE;-;136
9;237;DiB;-;154
9;237;DKP;-;16
9;237;DM;-;175
9;237;Die PARTEI;1655;1195
9;237;Gesundheitsforschung;-;194
9;237;V-Partei³;-;314
9;238;Wahlberechtigte;159613;-
9;238;Wähler;123215;-
9;238;Ungültige;1523;1036
9;238;Gültige;121692;122179
9;238;CSU;55078;48406
9;238;SPD;32167;27554
9;238;GRÜNE;7130;8154
9;238;FDP;5883;9968
9;238;AfD;12753;14210
9;238;DIE LINKE;6309;6897
9;238;FREIE WÄHLER;-;2448
9;238;PIRATEN;-;385
9;238;ÖDP;1653;638
9;238;BP;-;238
9;238;NPD;582;567
9;238;Tierschutzpartei;-;1126
9;238;MLPD;137;68
9;238;BüSo;-;15
9;238;BGE;-;107
9;238;DiB;-;157
9;238;DKP;-;13
9;238;DM;-;129
9;238;Die PARTEI;-;829
9;238;Gesundheitsforschung;-;139
9;238;V-Partei³;-;131
9;239;Wahlberechtigte;167279;-
9;239;Wähler;126945;-
9;239;Ungültige;1092;1154
9;239;Gültige;125853;125791
9;239;CSU;59181;48772
9;239;SPD;29640;27776
9;239;GRÜNE;5935;6989
9;239;FDP;4718;9889
9;239;AfD;14897;16606
9;239;DIE LINKE;5553;7186
9;239;FREIE WÄHLER;3363;3295
9;239;PIRATEN;959;499
9;239;ÖDP;-;381
9;239;BP;-;344
9;239;NPD;-;564
9;239;Tierschutzpartei;-;1285
9;239;MLPD;-;37
9;239;BüSo;-;17
9;239;BGE;-;184
9;239;DiB;-;147
9;239;DKP;-;17
9;239;DM;-;170
9;239;Die PARTEI;1251;1252
9;239;Gesundheitsforschung;-;177
9;239;V-Partei³;-;204
9;239;Bündnis C;356;-
9;240;Wahlberechtigte;170332;-
9;240;Wähler;135075;-
9;240;Ungültige;1402;1164
9;240;Gültige;133673;133911
9;240;CSU;74105;58108
9;240;SPD;21493;23676
9;240;GRÜNE;5880;7967
9;240;FDP;5381;10334
9;240;AfD;15497;18000
9;240;DIE LINKE;5057;6426
9;240;FREIE WÄHLER;4197;3565
9;240;PIRATEN;-;422
9;240;ÖDP;2063;932
9;240;BP;-;520
9;240;NPD;-;736
9;240;Tierschutzpartei;-;1204
9;240;MLPD;-;54
9;240;BüSo;-;15
9;240;BGE;-;148
9;240;DiB;-;154
9;240;DKP;-;17
9;240;DM;-;247
9;240;Die PARTEI;-;999
9;240;Gesundheitsforschung;-;199
9;240;V-Partei³;-;188
9;241;Wahlberechtigte;243106;-
9;241;Wähler;185988;-
9;241;Ungültige;2080;1567
9;241;Gültige;183908;184421
9;241;CSU;81435;74428
9;241;SPD;33756;31464
9;241;GRÜNE;13946;16239
9;241;FDP;7661;13825
9;241;AfD;19397;21734
9;241;DIE LINKE;11178;12208
9;241;FREIE WÄHLER;11981;6252
9;241;PIRATEN;-;811
9;241;ÖDP;4233;2131
9;241;BP;-;490
9;241;NPD;-;805
9;241;Tierschutzpartei;-;1569
9;241;MLPD;-;38
9;241;BüSo;-;21
9;241;BGE;-;173
9;241;DiB;-;178
9;241;DKP;-;30
9;241;DM;-;293
9;241;Die PARTEI;-;1204
9;241;Gesundheitsforschung;-;296
9;241;V-Partei³;-;232
9;241;DIE VIOLETTEN;321;-
9;242;Wahlberechtigte;180176;-
9;242;Wähler;148057;-
9;242;Ungültige;899;687
9;242;Gültige;147158;147370
9;242;CSU;62772;52412
9;242;SPD;30957;25579
9;242;GRÜNE;16180;19862
9;242;FDP;8713;14973
9;242;AfD;11670;13953
9;242;DIE LINKE;8633;11115
9;242;FREIE WÄHLER;4229;3236
9;242;PIRATEN;1353;678
9;242;ÖDP;2651;1266
9;242;BP;-;282
9;242;NPD;-;363
9;242;Tierschutzpartei;-;1165
9;242;MLPD;-;66
9;242;BüSo;-;22
9;242;BGE;-;215
9;242;DiB;-;299
9;242;DKP;-;16
9;242;DM;-;222
9;242;Die PARTEI;-;1237
9;242;Gesundheitsforschung;-;146
9;242;V-Partei³;-;263
9;243;Wahlberechtigte;254300;-
9;243;Wähler;198764;-
9;243;Ungültige;1743;1421
9;243;Gültige;197021;197343
9;243;CSU;78558;69468
9;243;SPD;45054;37088
9;243;GRÜNE;19088;20541
9;243;FDP;10616;17545
9;243;AfD;20968;23032
9;243;DIE LINKE;13299;15443
9;243;FREIE WÄHLER;8630;5169
9;243;PIRATEN;-;858
9;243;ÖDP;-;1265
9;243;BP;808;631
9;243;NPD;-;675
9;243;Tierschutzpartei;-;2099
9;243;MLPD;-;54
9;243;BüSo;-;22
9;243;BGE;-;263
9;243;DiB;-;364
9;243;DKP;-;49
9;243;DM;-;335
9;243;Die PARTEI;-;1762
9;243;Gesundheitsforschung;-;320
9;243;V-Partei³;-;360
9;244;Wahlberechtigte;192214;-
9;244;Wähler;146205;-
9;244;Ungültige;1282;901
9;244;Gültige;144923;145304
9;244;CSU;45340;40106
9;244;SPD;37068;26456
9;244;GRÜNE;18463;21909
9;244;FDP;10379;15412
9;244;AfD;13398;14503
9;244;DIE LINKE;14511;16962
9;244;FREIE WÄHLER;3058;1824
9;244;PIRATEN;-;809
9;244;ÖDP;2342;1254
9;244;BP;-;251
9;244;NPD;-;316
9;244;Tierschutzpartei;-;1590
9;244;MLPD;364;124
9;244;BüSo;-;19
9;244;BGE;-;352
9;244;DiB;-;450
9;244;DKP;-;107
9;244;DM;-;253
9;244;Die PARTEI;-;2071
9;244;Gesundheitsforschung;-;202
9;244;V-Partei³;-;334
9;245;Wahlberechtigte;181809;-
9;245;Wähler;132085;-
9;245;Ungültige;1410;1107
9;245;Gültige;130675;130978
9;245;CSU;46511;40882
9;245;SPD;34621;27467
9;245;GRÜNE;10163;12166
9;245;FDP;7632;11199
9;245;AfD;17270;18679
9;245;DIE LINKE;10772;11640
9;245;FREIE WÄHLER;3706;2192
9;245;PIRATEN;-;664
9;245;ÖDP;-;888
9;245;BP;-;360
9;245;NPD;-;513
9;245;Tierschutzpartei;-;1622
9;245;MLPD;-;66
9;245;BüSo;-;17
9;245;BGE;-;259
9;245;DiB;-;263
9;245;DKP;-;55
9;245;DM;-;282
9;245;Die PARTEI;-;1253
9;245;Gesundheitsforschung;-;259
9;245;V-Partei³;-;252
9;246;Wahlberechtigte;226731;-
9;246;Wähler;185907;-
9;246;Ungültige;1731;1362
9;246;Gültige;184176;184545
9;246;CSU;81867;69739
9;246;SPD;37916;34036
9;246;GRÜNE;14465;17883
9;246;FDP;8584;16025
9;246;AfD;18924;21357
9;246;DIE LINKE;8886;11637
9;246;FREIE WÄHLER;9185;6120
9;246;PIRATEN;2079;884
9;246;ÖDP;2270;1201
9;246;BP;-;494
9;246;NPD;-;555
9;246;Tierschutzpartei;-;1899
9;246;MLPD;-;40
9;246;BüSo;-;23
9;246;BGE;-;233
9;246;DiB;-;262
9;246;DKP;-;32
9;246;DM;-;347
9;246;Die PARTEI;-;1229
9;246;Gesundheitsforschung;-;270
9;246;V-Partei³;-;279
9;247;Wahlberechtigte;183201;-
9;247;Wähler;144896;-
9;247;Ungültige;2063;1518
9;247;Gültige;142833;143378
9;247;CSU;68670;54983
9;247;SPD;23655;25192
9;247;GRÜNE;13140;13430
9;247;FDP;11376;15605
9;247;AfD;14985;16634
9;247;DIE LINKE;6830;8696
9;247;FREIE WÄHLER;-;2417
9;247;PIRATEN;-;466
9;247;ÖDP;2796;1099
9;247;BP;-;402
9;247;NPD;-;472
9;247;Tierschutzpartei;-;1332
9;247;MLPD;344;104
9;247;BüSo;-;21
9;247;BGE;-;199
9;247;DiB;-;201
9;247;DKP;-;27
9;247;DM;-;303
9;247;Die PARTEI;-;1234
9;247;Gesundheitsforschung;-;238
9;247;V-Partei³;-;323
9;247;EB: Lembach;471;-
9;247;EB: Leder;566;-
9;248;Wahlberechtigte;214956;-
9;248;Wähler;171210;-
9;248;Ungültige;1800;1307
9;248;Gültige;169410;169903
9;248;CSU;86602;75793
9;248;SPD;32388;26907
9;248;GRÜNE;11988;11360
9;248;FDP;9507;15081
9;248;AfD;17770;19653
9;248;DIE LINKE;9071;10088
9;248;FREIE WÄHLER;-;4064
9;248;PIRATEN;-;617
9;248;ÖDP;2084;1084
9;248;BP;-;494
9;248;NPD;-;929
9;248;Tierschutzpartei;-;1427
9;248;MLPD;-;39
9;248;BüSo;-;26
9;248;BGE;-;196
9;248;DiB;-;188
9;248;DKP;-;18
9;248;DM;-;312
9;248;Die PARTEI;-;1074
9;248;Gesundheitsforschung;-;280
9;248;V-Partei³;-;273
9;249;Wahlberechtigte;195908;-
9;249;Wähler;157180;-
9;249;Ungültige;1811;1221
9;249;Gültige;155369;155959
9;249;CSU;72397;65243
9;249;SPD;35147;28900
9;249;GRÜNE;11050;11939
9;249;FDP;7692;13718
9;249;AfD;14077;16856
9;249;DIE LINKE;7525;8569
9;249;FREIE WÄHLER;5492;4511
9;249;PIRATEN;-;493
9;249;ÖDP;1989;946
9;249;BP;-;345
9;249;NPD;-;455
9;249;Tierschutzpartei;-;1373
9;249;MLPD;-;52
9;249;BüSo;-;21
9;249;BGE;-;187
9;249;DiB;-;170
9;249;DKP;-;19
9;249;DM;-;345
9;249;Die PARTEI;-;1045
9;249;Gesundheitsforschung;-;265
9;249;V-Partei³;-;507
9;250;Wahlberechtigte;198521;-
9;250;Wähler;156173;-
9;250;Ungültige;1903;1233
9;250;Gültige;154270;154940
9;250;CSU;73901;63674
9;250;SPD;26346;26163
9;250;GRÜNE;11466;11716
9;250;FDP;9508;13790
9;250;AfD;17197;18904
9;250;DIE LINKE;12091;10422
9;250;FREIE WÄHLER;-;3685
9;250;PIRATEN;-;540
9;250;ÖDP;1974;890
9;250;BP;1524;653
9;250;NPD;-;567
9;250;Tierschutzpartei;-;1534
9;250;MLPD;263;122
9;250;BüSo;-;20
9;250;BGE;-;162
9;250;DiB;-;169
9;250;DKP;-;16
9;250;DM;-;405
9;250;Die PARTEI;-;1002
9;250;Gesundheitsforschung;-;236
9;250;V-Partei³;-;270
9;251;Wahlberechtigte;225057;-
9;251;Wähler;182986;-
9;251;Ungültige;1705;1084
9;251;Gültige;181281;181902
9;251;CSU;76512;67583
9;251;SPD;33928;32123
9;251;GRÜNE;25357;23718
9;251;FDP;14579;18812
9;251;AfD;13877;15769
9;251;DIE LINKE;10130;12932
9;251;FREIE WÄHLER;-;2633
9;251;PIRATEN;-;648
9;251;ÖDP;3072;1234
9;251;BP;-;323
9;251;NPD;-;394
9;251;Tierschutzpartei;-;1830
9;251;MLPD;-;60
9;251;BüSo;-;16
9;251;BGE;-;318
9;251;DiB;-;347
9;251;DKP;-;27
9;251;DM;-;459
9;251;Die PARTEI;3826;2051
9;251;Gesundheitsforschung;-;214
9;251;V-Partei³;-;411
9;252;Wahlberechtigte;210524;-
9;252;Wähler;153230;-
9;252;Ungültige;1587;1173
9;252;Gültige;151643;152057
9;252;CSU;52769;48422
9;252;SPD;29285;24112
9;252;GRÜNE;21062;18782
9;252;FDP;9191;15149
9;252;AfD;20170;21013
9;252;DIE LINKE;12850;13649
9;252;FREIE WÄHLER;3205;2303
9;252;PIRATEN;-;936
9;252;ÖDP;2376;1243
9;252;BP;-;714
9;252;NPD;-;338
9;252;Tierschutzpartei;-;1590
9;252;MLPD;399;145
9;252;BüSo;336;82
9;252;BGE;-;318
9;252;DiB;-;355
9;252;DKP;-;41
9;252;DM;-;339
9;252;Die PARTEI;-;1696
9;252;Gesundheitsforschung;-;214
9;252;V-Partei³;-;616
9;253;Wahlberechtigte;248196;-
9;253;Wähler;199076;-
9;253;Ungültige;1822;1238
9;253;Gültige;197254;197838
9;253;CSU;94252;81831
9;253;SPD;27811;25237
9;253;GRÜNE;14784;17448
9;253;FDP;11975;20564
9;253;AfD;24304;27042
9;253;DIE LINKE;7232;9737
9;253;FREIE WÄHLER;13079;6578
9;253;PIRATEN;-;744
9;253;ÖDP;3817;1931
9;253;BP;-;1474
9;253;NPD;-;537
9;253;Tierschutzpartei;-;1904
9;253;MLPD;-;48
9;253;BüSo;-;33
9;253;BGE;-;241
9;253;DiB;-;267
9;253;DKP;-;30
9;253;DM;-;361
9;253;Die PARTEI;-;1082
9;253;Gesundheitsforschung;-;264
9;253;V-Partei³;-;485
9;254;Wahlberechtigte;190781;-
9;254;Wähler;147865;-
9;254;Ungültige;1413;1039
9;254;Gültige;146452;146826
9;254;CSU;68768;63640
9;254;SPD;26561;20289
9;254;GRÜNE;9436;10102
9;254;FDP;7322;13440
9;254;AfD;18797;21588
9;254;DIE LINKE;6197;6686
9;254;FREIE WÄHLER;7380;5093
9;254;PIRATEN;-;499
9;254;ÖDP;1991;1059
9;254;BP;-;1056
9;254;NPD;-;637
9;254;Tierschutzpartei;-;1162
9;254;MLPD;-;25
9;254;BüSo;-;14
9;254;BGE;-;123
9;254;DiB;-;131
9;254;DKP;-;21
9;254;DM;-;188
9;254;Die PARTEI;-;642
9;254;Gesundheitsforschung;-;198
9;254;V-Partei³;-;233
9;255;Wahlberechtigte;239662;-
9;255;Wähler;182035;-
9;255;Ungültige;1669;1273
9;255;Gültige;180366;180762
9;255;CSU;80501;72098
9;255;SPD;26423;24818
9;255;GRÜNE;16511;14898
9;255;FDP;10781;18622
9;255;AfD;24613;27326
9;255;DIE LINKE;7855;9274
9;255;FREIE WÄHLER;9222;5147
9;255;PIRATEN;1286;858
9;255;ÖDP;2390;1653
9;255;BP;-;873
9;255;NPD;-;855
9;255;Tierschutzpartei;-;1747
9;255;MLPD;-;43
9;255;BüSo;-;34
9;255;BGE;-;267
9;255;DiB;-;217
9;255;DKP;-;31
9;255;DM;-;374
9;255;Die PARTEI;-;1007
9;255;Gesundheitsforschung;-;287
9;255;V-Partei³;-;333
9;255;UNABHÄNGIGE;784;-
9;256;Wahlberechtigte;225952;-
9;256;Wähler;176432;-
9;256;Ungültige;1236;1091
9;256;Gültige;175196;175341
9;256;CSU;88357;72853
9;256;SPD;21451;21725
9;256;GRÜNE;16162;19791
9;256;FDP;12262;18935
9;256;AfD;16826;18528
9;256;DIE LINKE;8264;10130
9;256;FREIE WÄHLER;7806;5157
9;256;PIRATEN;-;577
9;256;ÖDP;2232;1607
9;256;BP;1836;1284
9;256;NPD;-;374
9;256;Tierschutzpartei;-;1610
9;256;MLPD;-;39
9;256;BüSo;-;30
9;256;BGE;-;554
9;256;DiB;-;229
9;256;DKP;-;20
9;256;DM;-;431
9;256;Die PARTEI;-;929
9;256;Gesundheitsforschung;-;212
9;256;V-Partei³;-;326
9;257;Wahlberechtigte;246852;-
9;257;Wähler;191581;-
9;257;Ungültige;1693;1422
9;257;Gültige;189888;190159
9;257;CSU;93431;79932
9;257;SPD;21610;23042
9;257;GRÜNE;16536;16210
9;257;FDP;10627;19901
9;257;AfD;24018;25383
9;257;DIE LINKE;10153;10387
9;257;FREIE WÄHLER;6445;5111
9;257;PIRATEN;-;628
9;257;ÖDP;3810;2789
9;257;BP;2656;2123
9;257;NPD;-;538
9;257;Tierschutzpartei;-;1547
9;257;MLPD;-;35
9;257;BüSo;-;24
9;257;BGE;-;347
9;257;DiB;-;216
9;257;DKP;-;24
9;257;DM;-;426
9;257;Die PARTEI;-;938
9;257;Gesundheitsforschung;-;234
9;257;V-Partei³;-;324
9;257;UNABHÄNGIGE;602;-
